City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,nakhon si thammarat,8.25,100.0,24.65,88,48,1.34,TH,1669748273
367,sao felix do xingu,-6.6447,-51.995,22.65,99,100,1.06,BR,1669748274
368,ainazi,57.8636,24.3578,-0.42,93,88,4.24,LV,1669748274
369,rocha,-34.4833,-54.3333,28.39,45,9,6.98,UY,1669748186
370,gongzhuling,43.5008,124.8198,-16.84,39,0,6.32,CN,1669748275
371,ermoupolis,37.4423,24.9425,15.39,72,100,4.12,GR,1669748276
372,smithers,54.7804,-127.1743,-11.82,56,100,4.63,CA,1669748276
373,siguiri,11.6667,-9.5,27.87,23,16,0.43,GN,1669748277
374,nanning,22.8167,108.3167,24.25,90,34,3.88,CN,1669748277
375,pavino,59.1139,46.1414,-13.29,98,82,1.02,RU,1669748278
376,tinskoy,56.1525,96.9161,-19.03,85,100,4.11,RU,1669748279
377,port hueneme,34.1478,-119.1951,19.19,56,20,4.12,US,1669748045
378,reinosa,42.9996,-4.138,5.81,90,100,1.16,ES,1669748280
379,uray,60.1247,64.7758,-16.49,98,100,0.96,RU,1669748280
380,adrar,20.5022,-10.0711,21.13,16,0,4.06,MR,1669748281
381,lagoa,39.05,-27.9833,17.0,85,100,5.94,PT,1669748020
382,grindavik,63.8424,-22.4338,7.26,87,75,15.95,IS,1669748282
383,waterford,42.7023,-83.4027,9.95,80,100,6.11,US,1669748283
384,cockburn town,21.4612,-71.1419,26.81,75,24,5.39,TC,1669748037
385,abha,18.2164,42.5053,13.9,82,0,3.09,SA,1669748284
386,maragogi,-9.0122,-35.2225,27.04,72,100,6.42,BR,1669748285
387,bilibino,68.0546,166.4372,-13.75,96,100,0.84,RU,1669748285
388,benghazi,32.1167,20.0667,18.3,75,88,6.59,LY,1669748286
389,palmer,42.1584,-72.3287,6.25,55,82,0.45,US,1669748286
390,wilmington,34.2257,-77.9447,20.95,72,0,4.12,US,1669747684
391,kahului,20.8947,-156.47,27.13,84,66,1.15,US,1669748287
392,santa isabel do rio negro,-0.4139,-65.0192,32.17,51,98,1.57,BR,1669748288
393,tongliao,43.6125,122.2653,-17.41,42,0,6.7,CN,1669748289
394,maxixe,-23.8597,35.3472,22.9,64,20,3.13,MZ,1669748289
395,mecca,21.4267,39.8261,26.49,63,11,3.25,SA,1669748290
396,soure,-0.7167,-48.5233,26.79,78,100,3.82,BR,1669748290
397,along,28.1667,94.7667,12.74,71,0,0.95,IN,1669748291
398,komatipoort,-25.4332,31.9548,22.81,72,4,1.55,ZA,1669748292
399,nantucket,41.2835,-70.0995,9.06,72,100,4.12,US,1669748099
400,bilisht,40.6275,20.99,3.53,92,100,2.44,AL,1669748293
401,klamath falls,42.2249,-121.7817,0.27,77,89,1.79,US,1669748038
402,luwuk,-0.9516,122.7875,25.36,80,89,1.81,ID,1669748294
403,nouadhibou,20.931,-17.0347,20.99,64,0,4.63,MR,1669748121
404,ivybridge,50.3904,-3.9191,8.71,92,100,2.43,GB,1669748295
405,aberdeen,57.1437,-2.0981,2.5,93,100,0.51,GB,1669748106
406,ipixuna,-1.7625,-48.8043,30.62,56,100,2.51,BR,1669748296
407,kashi,39.4547,75.9797,-5.44,35,9,2.0,CN,1669748297
408,sidney,-33.8679,151.2073,16.54,77,75,4.12,AU,1669748249
409,wahpeton,46.2652,-96.6059,-5.99,68,20,5.66,US,1669748298
410,qaqortoq,60.7167,-46.0333,-1.12,93,100,1.9,GL,1669748299
411,gioia tauro,38.424,15.899,13.84,78,100,1.75,IT,1669748300
412,sisimiut,66.9395,-53.6735,-6.18,90,100,6.12,GL,1669748300
413,barentu,15.1139,37.5928,26.06,27,16,2.89,ER,1669748301
414,beira,-19.8436,34.8389,27.05,69,40,7.72,MZ,1669748301
415,keskin,39.6731,33.6136,5.59,68,11,2.04,TR,1669748302
416,kohtla-jarve,59.3986,27.2731,-1.43,96,100,3.48,EE,1669748302
417,wattegama,6.7989,81.4808,21.61,90,98,1.59,LK,1669748303
418,inverness,57.4791,-4.224,-0.05,93,0,0.0,GB,1669748304
419,guerrero negro,27.9769,-114.0611,18.99,53,0,7.2,MX,1669748305
420,dubbo,-32.25,148.6167,14.07,72,2,6.69,AU,1669748306
421,florianopolis,-27.6146,-48.5012,22.57,83,100,8.75,BR,1669747842
422,iqaluit,63.7506,-68.5145,-25.15,70,20,7.72,CA,1669748307
423,komsomolskiy,40.4272,71.7189,5.4,87,100,2.06,UZ,1669748307
424,vilyuysk,63.7553,121.6247,-36.3,98,97,2.51,RU,1669748308
425,bacungan,9.9106,118.7022,27.03,89,20,2.06,PH,1669748309
426,praia,14.9215,-23.5087,26.3,65,75,7.2,CV,1669748309
427,katra,32.9833,74.95,12.12,37,8,3.26,IN,1669748310
428,tuy hoa,13.0833,109.3,23.58,90,15,1.44,VN,1669748310
429,general pico,-35.6566,-63.7568,38.01,20,92,0.93,AR,1669748311
430,kyaiklat,16.4333,95.7333,24.39,89,48,2.49,MM,1669748312
431,khorixas,-20.3667,14.9667,23.62,31,95,6.55,NA,1669748313
432,bosaso,11.2842,49.1816,25.47,70,40,2.31,SO,1669748313
433,mazyr,52.0495,29.2456,-0.9,93,100,4.04,BY,1669748314
434,vanimo,-2.6741,141.3028,24.89,88,100,1.55,PG,1669748314
435,sao jose da coroa grande,-8.8978,-35.1478,26.97,72,99,6.39,BR,1669748315
436,gorontalo,0.5412,123.0595,23.88,95,98,1.68,ID,1669748315
437,jumla,29.2747,82.1838,6.48,36,99,2.26,NP,1669748316
438,mao,39.8885,4.2658,12.31,62,40,5.14,ES,1669748316
439,nadym,65.5333,72.5167,-13.86,96,99,2.27,RU,1669748317
440,honiara,-9.4333,159.95,25.32,87,100,0.4,SB,1669748318
441,methven,-43.6333,171.65,15.57,56,97,3.58,NZ,1669748318
442,hangu,39.2489,117.7892,-8.98,24,0,6.54,CN,1669748319
443,mari-turek,56.7895,49.6235,-15.48,97,91,1.8,RU,1669748319
444,sao jose dos pinhais,-25.5347,-49.2064,19.23,95,75,4.12,BR,1669748320
445,aripuana,-9.1667,-60.6333,32.25,47,100,1.09,BR,1669748320
446,clyde river,70.4692,-68.5914,-30.87,76,0,5.14,CA,1669748321
447,constantine,36.365,6.6147,7.67,87,75,3.6,DZ,1669748321
448,kirkwall,58.9848,-2.9587,4.03,93,20,3.6,GB,1669748322
449,kurya,51.6003,82.2888,-28.06,95,100,1.23,RU,1669748322
450,humaita,-7.5061,-63.0208,32.3,50,100,1.61,BR,1669748323
451,miechow,50.3565,20.0279,0.58,91,35,2.07,PL,1669748323
452,benguela,-12.5763,13.4055,24.65,85,96,4.06,AO,1669748324
453,swan hill,-35.3378,143.5544,10.82,72,8,2.72,AU,1669748325
454,vestmannaeyjar,63.4427,-20.2734,7.55,87,75,18.01,IS,1669748325
455,buribay,51.9617,58.1592,-18.62,84,2,2.97,RU,1669748326
456,mahon,39.8885,4.2658,12.31,62,40,5.14,ES,1669748326
457,coromandel,-18.4733,-47.2003,26.09,47,37,2.24,BR,1669748327
458,ossora,59.2353,163.0719,-11.26,80,2,2.87,RU,1669748328
459,empalme,27.9667,-110.8167,24.95,53,0,3.6,MX,1669748328
460,salinas,36.6777,-121.6555,13.89,67,9,1.34,US,1669748239
461,necochea,-38.5473,-58.7368,30.17,42,100,2.49,AR,1669748034
462,maralal,1.0968,36.698,14.94,83,89,3.2,KE,1669748330
463,moose factory,51.2585,-80.6094,-2.0,74,75,5.66,CA,1669748330
464,bargi,22.9833,79.8667,14.75,54,79,1.33,IN,1669748331
465,inirida,3.8653,-67.9239,28.32,76,98,2.15,CO,1669748331
466,roebourne,-20.7833,117.1333,26.32,64,1,4.75,AU,1669748332
467,atbasar,51.8,68.3333,-17.22,85,100,3.87,KZ,1669748332
468,boa vista,2.8197,-60.6733,28.99,65,40,3.09,BR,1669748325
469,sainte-maxime,43.3,6.6333,9.44,79,63,2.28,FR,1669748333
470,hasaki,35.7333,140.8333,17.38,93,100,4.6,JP,1669748037
471,xacmaz,41.4635,48.806,7.04,78,100,3.55,AZ,1669748334
472,selikhino,50.3672,137.4996,-15.87,94,100,5.84,RU,1669748335
473,padang,-0.9492,100.3543,24.03,88,100,0.95,ID,1669748248
474,barahan,13.0121,120.762,26.45,74,93,4.25,PH,1669748336
475,kaseda,31.4167,130.3167,17.96,88,99,12.75,JP,1669748336
476,traverse city,44.7631,-85.6206,8.33,79,100,1.79,US,1669748196
477,careiro da varzea,-3.2003,-59.8119,31.34,50,100,1.52,BR,1669748337
478,bandiagara,14.3501,-3.6104,25.6,14,11,2.91,ML,1669748066
479,college,64.8569,-147.8028,-24.68,77,96,1.0,US,1669748338
480,sao gabriel da cachoeira,-0.1303,-67.0892,32.89,58,20,2.57,BR,1669748338
481,sovetskaya,44.7769,41.1722,2.58,71,100,10.15,RU,1669748339
482,bingol,38.8847,40.4939,9.19,63,100,1.86,TR,1669748339
483,izhma,65.0083,53.9113,-9.28,96,100,1.66,RU,1669748340
484,batagay-alyta,67.8006,130.4114,-33.83,91,99,1.46,RU,1669748341
485,castlegar,49.2998,-117.6689,-4.62,90,100,0.89,CA,1669748341
486,umm lajj,25.0213,37.2685,25.09,60,0,4.01,SA,1669748342
487,fortuna,40.5982,-124.1573,8.32,91,0,2.06,US,1669748342
488,gao,16.6362,1.637,24.93,15,89,4.3,ML,1669748343
489,asau,46.4333,26.4,0.71,93,100,0.66,RO,1669748344
490,pustoshka,56.3355,29.369,-3.51,95,100,3.01,RU,1669748345
491,raga,8.4596,25.678,28.74,29,100,1.19,SS,1669748346
492,hambantota,6.1241,81.1185,23.19,100,99,1.54,LK,1669748346
493,nioro,13.35,-15.75,27.69,24,99,2.04,GM,1669748347
494,port blair,11.6667,92.75,26.02,89,20,0.0,IN,1669748348
495,ambon,-3.6954,128.1814,25.69,15,40,2.06,ID,1669748348
496,mongo,12.1844,18.693,24.73,20,6,2.92,TD,1669748349
497,datong,40.0936,113.2914,-15.34,23,0,3.65,CN,1669748349
498,shakiso,5.75,38.9167,15.11,56,27,1.8,ET,1669748350
499,linxia,35.6003,103.2064,-10.41,36,100,1.66,CN,1669748351
500,kota belud,6.351,116.4305,24.94,83,100,2.61,MY,1669748352
501,sioux lookout,50.1001,-91.917,-4.96,63,75,4.63,CA,1669748352
502,bac lieu,9.285,105.7244,25.32,87,100,3.59,VN,1669748353
503,fort nelson,58.8053,-122.7002,-27.23,76,75,1.54,CA,1669748353
504,naze,28.3667,129.4833,21.51,90,98,5.61,JP,1669748354
505,kibala,9.1104,18.3463,26.89,23,4,1.75,TD,1669748355
506,emba,48.8264,58.1442,-8.29,52,97,6.15,KZ,1669748355
507,xiongzhou,25.1167,114.3,14.54,90,100,3.0,CN,1669748356
508,adiake,5.2863,-3.304,25.87,81,27,2.44,CI,1669748357
509,port-gentil,-0.7193,8.7815,24.98,88,75,1.54,GA,1669748357
510,kloulklubed,7.0419,134.2556,26.28,76,99,8.23,PW,1669748358
511,muros,42.7762,-9.0603,13.94,86,92,3.94,ES,1669748358
512,marawi,7.9986,124.2928,19.89,95,100,0.68,PH,1669748359
513,knysna,-34.0363,23.0471,21.56,64,1,2.41,ZA,1669748360
514,potosi,-19.5836,-65.7531,7.59,53,100,0.66,BO,1669748360
515,la ronge,55.1001,-105.2842,-15.86,66,75,7.72,CA,1669748361
516,corrales,35.2378,-106.6067,13.29,35,0,10.29,US,1669748361
517,san cristobal,7.7669,-72.225,22.1,91,100,0.36,VE,1669748362
518,tilichiki,60.4667,166.1,-8.87,90,100,2.96,RU,1669748362
519,tenenkou,14.4572,-4.9169,28.39,13,99,3.94,ML,1669748363
520,port augusta,-32.5,137.7667,14.33,68,63,3.18,AU,1669748364
521,itarema,-2.9248,-39.9167,28.1,64,97,5.11,BR,1669748364
522,hailar,49.2,119.7,-26.89,95,17,5.47,CN,1669748365
523,borovoy,55.4333,86.0833,-24.4,84,52,1.0,RU,1669748366
524,dzhebariki-khaya,62.2167,135.8,-36.73,97,100,0.7,RU,1669748366
525,china,25.7,-99.2333,29.07,44,0,2.35,MX,1669748367
526,vaitape,-16.5167,-151.75,26.35,76,12,5.88,PF,1669748368
527,kaniama,-7.5667,24.1833,17.97,96,100,0.39,CD,1669748368
528,caravelas,-17.7125,-39.2481,25.58,83,96,4.69,BR,1669748369
529,ballina,-28.8667,153.5667,20.56,84,100,6.53,AU,1669748370
530,inhambane,-23.865,35.3833,22.99,64,20,3.13,MZ,1669748370
531,edgewater,28.9889,-80.9023,28.42,58,3,3.33,US,1669748371
532,alamosa,37.4695,-105.87,-2.3,36,95,8.29,US,1669748371
533,fukue,32.6881,128.8419,12.58,72,100,15.03,JP,1669748372
534,frolishchi,56.4211,42.6533,-11.59,97,100,1.09,RU,1669748372
535,kailua,21.4022,-157.7394,28.14,81,100,0.89,US,1669748373
536,ajaccio,42.0,8.9167,7.03,93,100,2.06,FR,1669747989
537,sakakah,29.9697,40.2064,13.76,85,98,0.45,SA,1669748374
538,namatanai,-3.6667,152.4333,26.67,76,96,1.04,PG,1669748374
539,reyes,-14.3167,-67.3833,36.09,46,20,7.2,BO,1669748375
540,quincy,42.2529,-71.0023,7.3,67,94,1.79,US,1669748250
541,mehamn,71.0357,27.8492,1.95,80,75,5.66,NO,1669748376
542,colesberg,-30.72,25.0972,25.83,24,7,3.31,ZA,1669748376
543,alyangula,-13.8483,136.4192,26.6,78,100,1.55,AU,1669748377
544,linhai,28.85,121.1167,10.52,85,100,3.89,CN,1669748377
545,boyolangu,-8.1181,111.8935,24.23,89,100,2.78,ID,1669748099
546,sur,22.5667,59.5289,24.55,57,0,1.61,OM,1669748284
547,hirara,24.8,125.2833,25.87,80,0,1.6,JP,1669748378
548,berlevag,70.8578,29.0864,1.97,75,75,4.63,NO,1669748379
549,marzuq,14.4,46.4667,17.68,53,0,0.74,YE,1669748380
550,tura,25.5198,90.2201,16.85,87,0,1.5,IN,1669748380
551,ostrovnoy,68.0531,39.5131,-2.87,92,68,3.01,RU,1669748381
552,mana,5.6592,-53.7767,26.13,87,85,3.77,GF,1669748381
553,springdale,36.1867,-94.1288,22.07,61,40,12.07,US,1669748148
554,deer lake,49.1667,-57.4316,-4.08,74,75,3.6,CA,1669748382
555,leh,34.1667,77.5833,-6.29,49,98,0.65,IN,1669748383
556,aksay,47.26,39.87,1.25,27,81,7.6,RU,1669748383
557,jensen beach,27.2545,-80.2298,27.83,60,20,5.14,US,1669748384
558,dhidhdhoo,6.8833,73.1,27.29,71,8,0.68,MV,1669748384
559,lake havasu city,34.4839,-114.3224,17.84,41,0,4.63,US,1669748240
560,uglovskoye,51.3557,80.1942,-23.64,92,100,2.92,RU,1669748385
561,bayir,37.2687,28.2167,9.29,87,44,0.54,TR,1669748386
562,shahr-e babak,30.1165,55.1186,11.53,31,100,2.89,IR,1669748386
563,severnyy,50.677,36.5532,-4.98,80,0,7.0,RU,1669748387
